feature,importance_mean,importance_std
median_income,0.34249909103335435,0.029228288137916135
region_name,0.0264924670513463,0.009055100229309776
geotype,0.009769593029468133,0.003911232357807057
race_eth_name,0.0026015657911039715,0.0046418783427017
cost_yr,-0.0035614435144578236,0.006071034776656204
