feature,importance_mean,importance_std
median_income,2.0819255330486017,0.0939427494178159
region_name,0.06094811706088987,0.01944127402860496
race_eth_name,0.008748514016093584,0.006657019655602219
geotype,0.00039509629904592724,0.00010228749108895583
